册列,日期,底料1,底料1数,底料2,底料2数,底料3,底料3数,底料4,底料4数,底料5,底料5数,底料6,底料6数,底料7,底料7数,底料8,底料8数,底料9,底料9数,底料10,底料10数,配料1,配料1数,配料2,配料2数,配料3,配料3数,配料4,配料4数,配料5,配料5数,配料6,配料6数,配料7,配料7数,深浅,红蓝,黄绿
1,20260507,一白,2000.0,无,0,无,0,无,0,无,0,无,0,无,0,无,0,无,0,无,0,无,0,无,0,无,0,无,0,无,0,无,0,无,0,0.0,0.0,0.0
